psp_reference,merchant,customer_id,customer_name,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,usd_amount,amount_minor,currency,ip_country,issuing_country,device_type,shopper_interaction,has_fraudulent_dispute,is_refused_by_adyen,processor,settled_date
MX-100000711,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,15,33,285,False,47.43,4743,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-12
MX-100000712,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,16,36,286,False,54.56,5456,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-13
MX-100000713,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,17,39,287,False,61.69,6169,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-14
MX-100000714,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,18,42,288,True,68.82,6882,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-15
MX-100000715,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,19,45,289,False,75.95,7595,USD,US,US,Android,Ecommerce,False,False,adyen,2025-10-16
MX-100000716,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,20,48,290,False,83.08,8308,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-17
MX-100000717,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,21,51,291,False,90.21,9021,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-18
MX-100000718,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,22,54,292,False,97.34,9734,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-19
MX-100000719,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,23,57,293,False,104.47,10447,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-20
MX-100000720,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,0,0,294,False,111.6,11160,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-10-21
MX-100000721,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,1,3,295,False,118.73,11873,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-22
MX-100000722,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,2,6,296,False,125.86,12586,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-23
MX-100000723,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,3,9,297,False,132.99,13299,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-24
MX-100000724,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,4,12,298,False,140.12,14012,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-25
MX-100000725,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,5,15,299,False,147.25,14725,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-10-26
MX-100000726,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,6,18,300,False,154.38,15438,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-27
MX-100000727,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,7,21,301,False,161.51,16151,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-28
MX-100000728,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,8,24,302,False,168.64,16864,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-29
MX-100000729,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,9,27,303,False,175.77,17577,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-30
MX-100000730,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,10,30,304,False,182.9,18290,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-10-31
MX-100000731,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,11,33,305,True,190.03,19003,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-01
MX-100000732,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,12,36,306,False,197.16,19716,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-02
MX-100000733,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,13,39,307,False,204.29,20429,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-03
MX-100000734,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,14,42,308,False,211.42,21142,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-04
MX-100000735,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,15,45,309,False,218.55,21855,USD,US,US,Android,Ecommerce,False,False,adyen,2025-11-05
MX-100000736,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,16,48,310,False,225.68,22568,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-06
MX-100000737,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,17,51,311,False,232.81,23281,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-07
MX-100000738,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,18,54,312,False,239.94,23994,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-08
MX-100000739,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,19,57,313,False,247.07,24707,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-09
MX-100000740,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,20,0,314,False,254.2,25420,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-11-10
MX-100000741,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,21,3,315,False,261.33,26133,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-11
MX-100000742,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,22,6,316,False,268.46,26846,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-12
MX-100000743,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,23,9,317,False,275.59,27559,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-13
MX-100000744,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,0,12,318,False,282.72,28272,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-14
MX-100000745,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,1,15,319,False,289.85,28985,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-11-15
MX-100000746,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,2,18,320,False,296.98,29698,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-16
MX-100000747,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,3,21,321,False,304.11,30411,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-17
MX-100000748,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,4,24,322,True,311.24,31124,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-18
MX-100000749,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,5,27,323,False,318.37,31837,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-19
MX-100000750,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,6,30,324,False,325.5,32550,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-11-20
MX-100000751,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,7,33,325,False,332.63,33263,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-21
MX-100000752,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,8,36,326,False,339.76,33976,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-22
MX-100000753,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,9,39,327,False,346.89,34689,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-23
MX-100000754,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,10,42,328,False,354.02,35402,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-24
MX-100000755,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,11,45,329,False,361.15,36115,USD,US,US,Android,Ecommerce,False,False,adyen,2025-11-25
MX-100000756,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,12,48,330,False,368.28,36828,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-26
MX-100000757,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,13,51,331,False,375.41,37541,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-27
MX-100000758,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,14,54,332,False,382.54,38254,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-28
MX-100000759,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,15,57,333,False,389.67,38967,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-29
MX-100000760,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,16,0,334,False,396.8,39680,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-11-30
MX-100000761,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,17,3,335,False,403.93,40393,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-01
MX-100000762,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,18,6,336,False,411.06,41106,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-02
MX-100000763,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,19,9,337,False,418.19,41819,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-03
MX-100000764,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,20,12,338,False,425.32,42532,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-04
MX-100000765,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,21,15,339,True,432.45,43245,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-12-05
MX-100000766,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,22,18,340,False,19.58,1958,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-06
MX-100000767,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,23,21,341,False,26.71,2671,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-07
MX-100000768,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,0,24,342,False,33.84,3384,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-08
MX-100000769,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,1,27,343,False,40.97,4097,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-09
MX-100000770,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,2,30,344,False,48.1,4810,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-12-10
MX-100000771,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,3,33,345,False,55.23,5523,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-11
MX-100000772,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,4,36,346,False,62.36,6236,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-12
MX-100000773,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,5,39,347,False,69.49,6949,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-13
MX-100000774,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,6,42,348,False,76.62,7662,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-14
MX-100000775,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,7,45,349,False,83.75,8375,USD,US,US,Android,Ecommerce,False,False,adyen,2025-12-15
MX-100000776,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,8,48,350,False,90.88,9088,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-16
MX-100000777,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,9,51,351,False,98.01,9801,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-17
MX-100000778,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,10,54,352,False,105.14,10514,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-18
MX-100000779,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,11,57,353,False,112.27,11227,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-19
MX-100000780,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,12,0,354,False,119.4,11940,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-12-20
MX-100000781,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,13,3,355,False,126.53,12653,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-21
MX-100000782,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,14,6,356,True,133.66,13366,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-22
MX-100000783,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,15,9,357,False,140.79,14079,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-23
MX-100000784,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,16,12,358,False,147.92,14792,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-24
MX-100000785,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,17,15,359,False,155.05,15505,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-12-25
MX-100000786,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,18,18,360,False,162.18,16218,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-26
MX-100000787,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,19,21,361,False,169.31,16931,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-27
MX-100000788,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,20,24,362,False,176.44,17644,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-28
MX-100000789,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,21,27,363,False,183.57,18357,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-29
MX-100000790,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,22,30,364,False,190.7,19070,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-12-30
MX-100000791,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,23,33,365,False,197.83,19783,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-31
MX-100000792,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,0,36,1,False,204.96,20496,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-01
MX-100000793,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,1,39,2,False,212.09,21209,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-02
MX-100000794,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,2,42,3,False,219.22,21922,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-03
MX-100000795,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,3,45,4,False,226.35,22635,USD,US,US,Android,Ecommerce,False,False,adyen,2026-01-04
MX-100000796,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,4,48,5,False,233.48,23348,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-05
MX-100000797,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,5,51,6,False,240.61,24061,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-06
MX-100000798,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,6,54,7,False,247.74,24774,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-07
MX-100000799,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,7,57,8,True,254.87,25487,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-08
MX-100000800,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,8,0,9,False,262.0,26200,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-01-09
MX-100000801,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,9,3,10,False,269.13,26913,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-10
MX-100000802,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,10,6,11,False,276.26,27626,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-11
MX-100000803,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,11,9,12,False,283.39,28339,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-12
MX-100000804,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,12,12,13,False,290.52,29052,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-13
MX-100000805,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,13,15,14,False,297.65,29765,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-01-14
MX-100000806,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,14,18,15,False,304.78,30478,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-15
MX-100000807,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,15,21,16,False,311.91,31191,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-16
MX-100000808,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,16,24,17,False,319.04,31904,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-17
MX-100000809,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,17,27,18,False,326.17,32617,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-18
MX-100000810,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,18,30,19,False,333.3,33330,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-01-19
MX-100000811,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,19,33,20,False,340.43,34043,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-20
MX-100000812,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,20,36,21,False,347.56,34756,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-21
MX-100000813,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,21,39,22,False,354.69,35469,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-22
MX-100000814,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,22,42,23,False,361.82,36182,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-23
MX-100000815,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,23,45,24,False,368.95,36895,USD,US,US,Android,Ecommerce,False,False,adyen,2026-01-24
MX-100000816,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,0,48,25,True,376.08,37608,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-25
MX-100000817,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,1,51,26,False,383.21,38321,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-26
MX-100000818,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,2,54,27,False,390.34,39034,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-27
MX-100000819,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,3,57,28,False,397.47,39747,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-28
MX-100000820,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,4,0,29,False,404.6,40460,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-01-29
MX-100000821,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,5,3,30,False,411.73,41173,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-30
MX-100000822,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,6,6,31,False,418.86,41886,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-31
MX-100000823,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,7,9,32,False,425.99,42599,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-01
MX-100000824,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,8,12,33,False,433.12,43312,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-02
MX-100000825,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,9,15,34,False,20.25,2025,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-02-03
MX-100000826,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,10,18,35,False,27.38,2738,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-04
MX-100000827,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,11,21,36,False,34.51,3451,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-05
MX-100000828,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,12,24,37,False,41.64,4164,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-06
MX-100000829,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,13,27,38,False,48.77,4877,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-07
MX-100000830,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,14,30,39,False,55.9,5590,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-02-08
MX-100000831,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,15,33,40,False,63.03,6303,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-09
MX-100000832,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,16,36,41,False,70.16,7016,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-10
MX-100000833,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,17,39,42,True,77.29,7729,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-11
MX-100000834,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,18,42,43,False,84.42,8442,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-12
MX-100000835,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,19,45,44,False,91.55,9155,USD,US,US,Android,Ecommerce,False,False,adyen,2026-02-13
MX-100000836,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,20,48,45,False,98.68,9868,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-14
MX-100000837,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,21,51,46,False,105.81,10581,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-15
MX-100000838,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,22,54,47,False,112.94,11294,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-16
MX-100000839,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,23,57,48,False,120.07,12007,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-17
MX-100000840,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,0,0,49,False,127.2,12720,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-02-18
MX-100000841,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,1,3,50,False,134.33,13433,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-19
MX-100000842,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,2,6,51,False,141.46,14146,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-20
MX-100000843,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,3,9,52,False,148.59,14859,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-21
MX-100000844,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,4,12,53,False,155.72,15572,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-22
MX-100000845,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,5,15,54,False,162.85,16285,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-02-23
MX-100000846,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,6,18,55,False,169.98,16998,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-24
MX-100000847,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,7,21,56,False,177.11,17711,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-25
MX-100000848,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,8,24,57,False,184.24,18424,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-26
MX-100000849,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,9,27,58,False,191.37,19137,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-27
MX-100000850,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,10,30,59,True,198.5,19850,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-02-28
